latitude,longitude
562547.765,432990.917
589618.719,414234.61
569423.154,434312.948
569303.955,436864.151
554109.356,423004.563
564313.129,424813.251
565960.743,423700.827
517376.737,428034.972
508703.18,446279.201
570858.734,422578.252
542500.095,441328.384
562143.428,390374.757
570364.763,418507.088
579011.843,427109.715
565425.515,412575.657
566827.555,431161.745
570073.548,434584.326
549492.857,406982.444
585377.002,418921.326
572070.32,433039.202
564881.294,415608.911
517636.979,405656.114
645681.195,402177
568480.947,426982.713
559016.259,389956.23
562146.34,426590.468
582600.042,384503.918
559257.127,424447.657
514519.616,428202.799
563715.675,424875.733
518331.522,475869.721
576792.147,423295.926
552355.146,431853.246
569141.308,420557.057
560472.371,423242.678
550677.476,421322.487
564789.972,393357.214
572048.509,427570.252
563323.264,371709.887
561768.971,425953.105
571267.333,433904.269
564772.604,429721.669
575090.72,425126.802
561524.522,425358.6
525234.755,456484.463
538479.954,392845.866
519491.741,457625.227
556474.773,439018.592
566157.684,430235.583
566548.016,431714.499
540268.984,443293.17
560302.416,424739.919
515726.143,450314.481
564387.677,424724.104
564402.377,424989.384
570242.55,427845.673
632262.904,395096.95
634140.656,392711.129
586747.943,379543.681
558948.186,425929.798
561363.41,424693.701
655058.722,396755.141
555975.574,438910.923
619833.189,421750.064
573622.283,393978.809
569927.42,433851.043
566750.776,427628.03
552744.356,437581.986
560669.83,396582.544
551487.844,431993.266
549346.23,435167.793
544940.43,440312.264
569866.488,426654.983
552149.2,416847.818
519459.416,456453.533
563802.583,427236.172
539808.552,424173.461
628922.605,399920.906
611824.615,423887.421
589765.225,429494.976
523129.958,428846.315
548102.615,434480.843
545937.538,425051.784
512192.536,405971.361
600205.535,405193.775
577213.4,425494.036
569718.913,429825.643
555516.501,435427.331
569890.686,428884.531
562242.397,410566.287
571960.521,426314.028
559947.03,426276.709
575148.394,427568.536
528155.769,419469.869
569786.009,426029.438
564143.67,426404.2
522619.068,459137.692
561887.729,427792.508
561214.422,425794.513
540750.982,442031.514
615991.561,423297.72
547247.925,424268.36
550424.893,411581.89
554654.218,413633.575
569291.364,434025.439
589045.874,420714.856
557358.655,438351.432
